section,parameter,value,control,seed,config_hash,engine_version,measurement_version,tick,active_population,births,deaths,max_population,active_genotypes,historical_genotypes,active_lineages,lineage_count,genotype_count,mutation_events,max_generation,instructions_executed,faults,blocked_divisions,waiting_for_memory,waiting_for_energy,energy_pool,memory_used,free_memory,energy_balance_error,death_reasons,ledger,result_checksum
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,13,1e7a16db551e1de5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,23,4,31,1,5,1,4,5,4,2,2343,4,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 2, ""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_register:8"": 1}","{""energy_captured"": 21037.85, ""energy_execution"": 117.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12342.4, ""energy_released_on_death"": 37.85, ""energy_reproduction_cost"": 276.0, ""energy_transferred_to_offspring"": 184.0}",4ef4da1efc78acf517e30d70996a73d3c18aabbaf40d935de799c8e13d4eabfe
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,14,3b9d67cff39b49a5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2226,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_memory_address:8"": 1}","{""energy_captured"": 21019.5, ""energy_execution"": 111.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12346.2, ""energy_released_on_death"": 19.5, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",250ef430f7b1772cb03f33ea1975f68fd45f8f4c657965b3a758dbda6992a271
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,15,3e9b9824608e1ac0,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2276,3,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:248"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21027.9, ""energy_execution"": 113.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12342.8, ""energy_released_on_death"": 27.9, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",f87379af34c82efed95917bf725ab6672a4381243474bfd1ea984211fc9dd367
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,16,0b819d44294e1c09,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",7b5126d968b3b34c6f16afe91d25f7989bc7b06fdf3f335d81d4906cdb316424
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,17,b2f5e47fcced7441,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,3614,0,31,31,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 180.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",937d55afa561a517599e5a665e2c6a9ae28462843656172ae9adb8e9e3cf3246
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,18,00503b7ec207c861,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,30,30,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",25cd5755aa3db242986227e2a72f9945856ad43c22dac02d8ca34893644ab883
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,19,4ad7c4ce55fba492,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2268,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21021.4, ""energy_execution"": 113.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.6, ""energy_released_on_death"": 21.4, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",dcc31d8086a1f48e17054e62dc201f354df689d5a1478ec6f24afb78bb1e260f
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,20,7459e1b194d0a7f9,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2280,3,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21027.7, ""energy_execution"": 114.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12346.2, ""energy_released_on_death"": 27.7, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",e411e80f5b788490d5ca6606e1785e3183be917384af019c6806284e1fa721f7
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,21,6ac916025e145a5d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:invalid_program_address:255"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",96e43f53317c9fa4570f56c4ba013bf722767e6ba32f41850301caf1c85fedd6
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,22,d502fb069a160b2a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2148,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.5, ""energy_execution"": 107.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12348.6, ""energy_released_on_death"": 8.5, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",358bb23363dc3fde4d75ec16eb806c8575e53a264fcbeb1e70a99fe0f19c887c
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,23,e4b38c015164d2de,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,2183,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.6, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",0d359d45c44e0185928b8c6698c8243128d6bbfcf93ad3483554b889578b5c26
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,24,e00072311fde385a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2233,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21019.15, ""energy_execution"": 111.65, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.6, ""energy_released_on_death"": 19.15, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",4909f1630b3b2c5f55606b9b3506c220046910cba0043b6717101fbb40e18ff9
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,25,291f1f48f94d9c1a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",1a283152693b78c49b29dc7684f6bc6eeb55beb5331111c4f760d714990c3c93
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,26,9c8bcc6c9cf24143,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,3278,0,30,30,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 163.7, ""energy_input"": 20000.0, ""energy_maintenance"": 12351.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",539d68810ea9cc4966ae9b0b6a7538f0fbb01b7c0e8bd51b4037519810a6f64d
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,27,08f7a7d4e510f96a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2168,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21009.9, ""energy_execution"": 108.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.2, ""energy_released_on_death"": 9.9, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",800e573914a2787cbb0d7c2628c3ff0b9502844febcc074f28776428f0947bcc
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,28,32f27cd4cf9c699d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2181,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.05, ""energy_execution"": 109.05, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.4, ""energy_released_on_death"": 10.05, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",37f69143d05aa9dea5f4c8b0ec503881ac43f079730bf1f22542e7d3fef8a475
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,29,a7ca645643b0ee72,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2196,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21017.0, ""energy_execution"": 109.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12345.2, ""energy_released_on_death"": 17.0, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",cc1c2d7d270776cb609bc07093215b72c6168453f1c91434a8dd3aa7ea2797ee
sensitivity,reproduction.cost,12.0,reproduction.cost=12.0,30,c0963953ad59834f,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,3385,1,31,31,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_maintenance"": 1, ""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 169.25, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.4, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",8cf8badefee2b3ce61e2a39bc44d59ce93fa7826982c65eb1f92e1bebf374fcd
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,1,3d47816a61901491,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2226,2,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21019.5, ""energy_execution"": 111.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12296.4, ""energy_released_on_death"": 19.5, ""energy_reproduction_cost"": 504.0, ""energy_transferred_to_offspring"": 168.0}",019085c1cdd529b6c5e6cb8f64f551a909d837895b1fcc2c3fad516d20d2d7fc
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,2,5be22ccad94f72d0,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",1fbfb3b774f23c467fcb31045693a462ef65a36ca4cb3e5604b35b406a4935de
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,3,db8716863ce6b4c2,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.01e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",0495f0ec39d03bebbd90d49b74084e3b7dacd0458ad25e982ca082e350c0082d
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,4,caaafa69b78fcda5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.01e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",f64195069def363e0f2ab69c140a6f225a5670d8c2ff8cc00920aad50dcc3ed6
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,5,cc8ec9443c1a9536,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",3f3b61a981e88eda0850c243397b358ec260e55bd3ada41ac13c1b3404fbc9da
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,6,b395e54043e9ffba,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",f617853d36f93cb8b93cf04555beeaf98e94c2b62a969d353e767860cac48797
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,7,3a35448e46134c06,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12302.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",5a65056bb2f55714a691fe80d37a62d533d657f2cf6f8fba6a1942f6c58bcde7
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,8,5203f4e34f8cb483,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,23,4,31,1,5,1,4,5,4,2,2398,4,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 2, ""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21040.7, ""energy_execution"": 119.9, ""energy_input"": 20000.0, ""energy_maintenance"": 12295.8, ""energy_released_on_death"": 40.7, ""energy_reproduction_cost"": 552.0, ""energy_transferred_to_offspring"": 184.0}",b3b1083b4a8ce2baf7dbdd4feb97dc87118814f72f2d58f36328f51caa84726a
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,9,7720a24f898c2b6e,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12302.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",679d7beb28427dee4fa5cb581d67d75059511afae78ccc83cfd6f773d6e15126
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,10,0642d87086d07ffa,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2142,1,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:invalid_memory_address:8"": 1}","{""energy_captured"": 21008.8, ""energy_execution"": 107.1, ""energy_input"": 20000.0, ""energy_maintenance"": 12301.8, ""energy_released_on_death"": 8.8, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",5d56ce2f4a77df7180ac18e34e16297b42ad7c89d6ec0786dd0b7c1afc08a4ef
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,11,5c7a41592490c713,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",2f3aa1c969ada63d7cb94438df538ecd4093dfac1e5ef3a4b71e9f2a741cfc7c
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,12,fad39fd7fef5762d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2183,1,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12302.8, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",00766b583fcb00926be2258b38983091118c64db86bd2901a05b5ae46139491c
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,13,8f2a7ef24fbd9f06,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2317,3,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:instruction_pointer_out_of_bounds:8"": 2}","{""energy_captured"": 21029.85, ""energy_execution"": 115.85, ""energy_input"": 20000.0, ""energy_maintenance"": 12296.2, ""energy_released_on_death"": 29.85, ""energy_reproduction_cost"": 528.0, ""energy_transferred_to_offspring"": 176.0}",8ffeaf2e83ccff212661699a04cfc4502fee05506c03042d719ec83928cb60bf
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,14,18bb3f9e3e82eb72,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2774,0,31,31,0,0.0,496,4,-1.01e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 138.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",3e9bcffe57a0af0886bc463f5efe2bbec2ade3fbb848541eea5b1780276a65c3
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,15,2834ba72edfd31d4,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,24,5,31,1,5,1,5,5,5,2,2443,5,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_program_address:8"": 2, ""vm_fault:invalid_register:8"": 1}","{""energy_captured"": 21049.35, ""energy_execution"": 122.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12287.0, ""energy_released_on_death"": 49.35, ""energy_reproduction_cost"": 576.0, ""energy_transferred_to_offspring"": 192.0}",0366ca42085b01a891f5b770edf586b7ba6879e34dd2c806424e8022cb7c3c91
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,16,c2db288e4115aaa3,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1.01e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",04b9d0cbb4fd03dd01bf4d53aea44b92fc88954a58b89b6cf6f9aa7eedbb7a1e
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,17,5ed85fd9c1a754e8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",46dc7217955a9ba353ebe45322d382ddd49b2788bacdd501805016ad478483ad
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,18,7044276a97b028c4,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",93ccc6a5a283fe296264c53b558e416a7e15f243c2d3ff001c0a4e2e2130bd32
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,19,fd5371391fc8c81b,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,2148,1,31,31,0,0.0,496,4,-1.01e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.5, ""energy_execution"": 107.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 8.5, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",ebedd9b152201ff504d5027cfb8edf12cf9aec5c51c4f6d555acb821e74030f4
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,20,bf0bdeb63ea93b49,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2233,2,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21019.15, ""energy_execution"": 111.65, ""energy_input"": 20000.0, ""energy_maintenance"": 12302.8, ""energy_released_on_death"": 19.15, ""energy_reproduction_cost"": 504.0, ""energy_transferred_to_offspring"": 168.0}",9f30d66245a7cfff943c91785ede117198e34a9c2e8f14d29b277f85149ec79a
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,21,1813eb47a4336d2a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",b5913da1c2dbd8dffc5efc68d22bb3203b18629182677ecdd5a33dfa0a5f1015
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,22,c9a7a697be4f4aea,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",0f32f891a6f93d6be43e504285ae0082a17c46bed19ef45001a8b48cf86be0db
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,23,8861587d756237d7,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,2,4,2,3,4,3,3,2975,1,31,31,0,0.0,496,4,-1e-08,"{""energy_exhausted_execution"": 2, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21008.55, ""energy_execution"": 148.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12301.8, ""energy_released_on_death"": 8.55, ""energy_reproduction_cost"": 528.0, ""energy_transferred_to_offspring"": 176.0}",288bc5fd6f90498502110a9033ec56d1941b73d0bc35cb7650eb285a03cb2d8c
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,24,73c4a124bba0ac66,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12301.8, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",5ea5320472afc1e55e200a8aef2e4676a16b2122029304fd4964070bd6326df9
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,25,f88c5a860dc08eaf,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.01e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.2, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 456.0, ""energy_transferred_to_offspring"": 152.0}",09df8cef455f3b2581e979f443491b674189c198ac0bbd9c5d0e4db2d755d873
sensitivity,reproduction.cost,24.0,reproduction.cost=24.0,26,c1faba9d1944d4e8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,3464,0,30,30,0,0.0,496,4,-1.01e-08,"{""energy_exhausted_maintenance"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 173.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12308.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 480.0, ""energy_transferred_to_offspring"": 160.0}",9066e72c79ba7815bd2e4a4b8956f70936f19999e04804aeadd9e1fd65a7e3ac
